album,album_release_date,track_name,track_id
Nueve,2024-06-11,La Máquina Del Tiempo,6OrJEoztUAkM4AR27eCLNE
Nueve,2024-06-11,Ella Va,438TsZ1Dast6yqtREzaIaA
Nueve,2024-06-11,Mariposa,52IViXynTZLAIvnrr8XLYL
Nueve,2024-06-11,La Cita,71TKiP1tulFPh8kTIuxbbR
Nueve,2024-06-11,Insomnio,4AkRhcRxZDiJSNT4axf0dv
Nueve,2024-06-11,Medusa Lunar,5G7ov1bhSU1gOcMXFjod67
Nueve,2024-06-11,Riesgo,4HP68xT8tVthKd4iqCV6Mb
Nueve,2024-06-11,Bajo La Alfombra,1uUWrIYGke0wkQvAn0V8BC
Nueve,2024-06-11,Viaje Astral,2lORZUW8IPBHNSDGvexBP9
Recuerdos al Futuro (En Vivo),2018-05-25,Diferentes Maneras - En Vivo,6dYeSQXPV6JTUlVJy75uQM
Recuerdos al Futuro (En Vivo),2018-05-25,Te Arrepiento - En Vivo,6T8BG75dDF6FCYWR6mwOTA
Recuerdos al Futuro (En Vivo),2018-05-25,3 Walls - En Vivo,5L9xEVk7aZR9vr5VfUf3W6
Recuerdos al Futuro (En Vivo),2018-05-25,Te Leo al Revés - En Vivo,49DssUO73AyQQ0ZGhODJVW
Recuerdos al Futuro (En Vivo),2018-05-25,Mi Amiga Soledad - En Vivo,2apwAocEU2i8AnuEgHdG1o
Recuerdos al Futuro (En Vivo),2018-05-25,Tengo Captura - En Vivo,0O9sEN2uUIZSyqYt7HJ8IG
Recuerdos al Futuro (En Vivo),2018-05-25,Querida Eugenia - En Vivo,6kv1LnReq2FtvvJvlvei6c
Recuerdos al Futuro (En Vivo),2018-05-25,A Jerry García - En Vivo,0tey91MOnGCT6HPUy7ozkE
Recuerdos al Futuro (En Vivo),2018-05-25,La Octava Maravilla - En Vivo,3D8qailmmHjsok7TyOOQaT
Recuerdos al Futuro (En Vivo),2018-05-25,La Nave - En Vivo,3BHomwKrbz5HofEJ2p8jaH
Recuerdos al Futuro (En Vivo),2018-05-25,El Espejo - En Vivo,4TQueX7FrECll6eaDvRwIu
Recuerdos al Futuro (En Vivo),2018-05-25,Niña Dios - En Vivo,2vlBeefzoFxrNsRTzDo49q
Recuerdos al Futuro (En Vivo),2018-05-25,"Sofía, La Súper Vedette - En Vivo",0Z9gUnorf5IQvyvLpq1cRz
Recuerdos al Futuro (En Vivo),2018-05-25,Seguro Es por Mi Culpa - En Vivo,1aI6RD8B8gJc7oYf9ijhx8
Recuerdos al Futuro (En Vivo),2018-05-25,Nuevo día - En Vivo,3PeNncWnzkFwAFtuslBA5u
Recuerdos al Futuro (En Vivo),2018-05-25,Angélica - En Vivo,6aoDLtnbDCriy8D23hXyhc
Recuerdos al Futuro (En Vivo),2018-05-25,Invasoras Amazonas - En Vivo,2ZFEwMFbIdcOPMPoswdr5S
Recuerdos al Futuro (En Vivo),2018-05-25,Violence - En Vivo,1EhK2zlcNFNfDQ7p7SBqUX
Recuerdos al Futuro (En Vivo),2018-05-25,Try To Hide - En Vivo,3jqmscJWWR1GftSwbhcvH2
Recuerdos al Futuro (En Vivo),2018-05-25,Canción de las Muñecas - En Vivo,7AkrlY5jh3SKCSdjpN2Qvx
Recuerdos al Futuro (En Vivo),2018-05-25,La Reina de Marte - En Vivo,64gx2jvnIFohpnKQXvNnfy
Recuerdos al Futuro (En Vivo),2018-05-25,Tanto Amor - En Vivo,5UmNIP5ft2rgFpwBfhqLhj
Recuerdos al Futuro (En Vivo),2018-05-25,Muñeca Roja - En Vivo,3UHod1uNU9oQiRIPMOvFHa
Recuerdos al Futuro (En Vivo),2018-05-25,Clavos y Globos - En Vivo,2DVH8LYJY7eJySXlz6wo5q
Recuerdos al Futuro (En Vivo),2018-05-25,Ana Se Duerme - En Vivo,0wXB6xE37CnknbG3FCpfYx
Recuerdos al Futuro (En Vivo),2018-05-25,Juicio a un Bailarín - En Vivo,6ipD9VZIl58mUbyAHTjDwz
Recuerdos al Futuro (En Vivo),2018-05-25,Ana Despierta - En Vivo,4c1Y4ezWsUutD6Rra0HPXM
Recuerdos al Futuro (En Vivo),2018-05-25,"Plan B, Anhelo de Satisfacción - En Vivo",40L811eyDtWpRNfytLiqsf
Recuerdos al Futuro (En Vivo),2018-05-25,Papel Floreado - En Vivo,3EyX5bGWg5fAjANUNRYxJK
Recuerdos al Futuro (En Vivo),2018-05-25,Mi Mami No Lo Hará - En Vivo,5LPaHoG2rEMiOTcnctpJTd
Biblia Ovni,2015-06-19,Mi Amiga Soledad,7sVsunz2saMhGI6saouuff
Biblia Ovni,2015-06-19,Niña Dios,36aiyOxaUfT0LsGgEnbUtu
Biblia Ovni,2015-06-19,La Nave,62iuE1zD77EOvge5yvGP0m
Biblia Ovni,2015-06-19,Sin Dormir,0Bs9qniwJTkdQZkXDgGpiL
Biblia Ovni,2015-06-19,Mi Cabeza Se Ha Ido,2LnyBeyDxEXmyGameCuWVm
Biblia Ovni,2015-06-19,Muñeca Roja,2AsRWqELpKX0PRCQqZdLt7
Biblia Ovni,2015-06-19,Fieles a la Montaña,3Bydh7w94qY644M3IL4Rqd
Biblia Ovni,2015-06-19,Domador de Jaguares,5H8dfRowh5xHLskOgain0R
Biblia Ovni,2015-06-19,"Si Quieren, Pueden Volar",2XJG06ymUEJSPCCCKq9Jye
Biblia Ovni,2015-06-19,Despoblando el Planeta,6PzBoyhd6loIiATYr5Pu0E
Biblia Ovni,2015-06-19,Feliz Noviembre,0EOQx9OdoOkNuMEzkYiCeL
Aerial 13,2013-08-01,Angélica,7dd9sR81b4m29QDGQEz9qY
Aerial 13,2013-08-01,Llena de Fe,7G5VeGW8MTMJGzPfnAkCSz
Aerial 13,2013-08-01,La Respuesta Es Fácil,5rtYYHgcFy4Ln7ANcXFoC6
Aerial 13,2013-08-01,Te Leo al Revés,72ggmcY9JY0dvTGCSpWWeS
Aerial 13,2013-08-01,Cuasi Delictual,1UF9vfW6syXBxv4D01eSgL
Aerial 13,2013-08-01,Minicubics,2q5xztk4t0xr7xYtBbppDJ
Aerial 13,2013-08-01,Ascensión,4Apvn6Tpp0GB3m9C30p6zH
Aerial 13,2013-08-01,No Puedo Dejar,6ElyE2kLA6gbIIV4aNneIb
Aerial 13,2013-08-01,Te Arrepiento,6DgTtFiN6xkyOEJjICyJgz
Aerial 13,2013-08-01,Ella Me Sigue,5uw3rEAxx1qkWMhjYFXGC6
Aerial 13,2013-08-01,Laika Se Va,7kJtQhMT5nsGk9lUXcYu63
Aerial 13,2013-08-01,Majestial,5GGf9wtqdL3pkTRlfXgdit
Aerial 13,2013-08-01,Ana,7DMyNHbAaHcKeZnZMNJrVN
Aerial 13,2013-08-01,Ana No Duerme,3cu2CEg9GDxBpcAKoCcLhP
Ringo,2011-08-12,La web del siglo,4HQyVvRDNFnZ7CyfDbomxE
Ringo,2011-08-12,Tanto amor,2Q0Aem12iTNPibzcokgiUz
Ringo,2011-08-12,Tengo captura,0gdY9OjfRTvk8Spkf9yu9Q
Ringo,2011-08-12,Celebrity,4K0UUvCFlPWQT7ZabvI5KT
Ringo,2011-08-12,Luna elástica,3ntqvRiYtQgMbQuIevnoa4
Ringo,2011-08-12,La virgen del knock out,3v3pEZy7pqxMJGaoqASNtX
Ringo,2011-08-12,El deseo,21hXxI1sacFLlxiS1kuBi0
Ringo,2011-08-12,Muerte al faraón,10K6SUNwls36Kn9NAs3ZfK
Ringo,2011-08-12,No pruebo nada,1a5WVwTj7NhJ9LEddYRZKd
Ringo,2011-08-12,El Robot vs La Momia Azteca,2sBeVk2inv0zsepbDMPNSs
Ringo,2011-08-12,Lo mío no es tan grave,2mSEZvFhTpHnfGJlOVWGKh
El Mamut,2007,La Octava Maravilla,1qAf32OMadEU2tBBKigIbB
El Mamut,2007,Compulsión,4ny6xFMeri19MYqCF9q17y
El Mamut,2007,Estamos en Problemas,23Yrxo6n2pE6OVOTH2CB8q
El Mamut,2007,La Orquídea Blanca,7ATfyi2ceaPQceEFUnBzr1
El Mamut,2007,Divorcio,2cWo7AgEDQjveyrDtl3D4K
El Mamut,2007,La Reina de Marte,4q4wG8XmmGaBKYuH64vg6g
El Mamut,2007,Vienen Zombies,6C780zySBXmeuXRMs4PZKS
El Mamut,2007,Clavos y Globos,6I4MWcOV7pU7Juy9FqJbw3
El Mamut,2007,Invasoras Amazonas,4wk86aHZFcFlXr6nCJm7eK
El Mamut,2007,Maggie May,6bbR3lyyN7fS3FHulNdqO0
El Mamut,2007,La Epidemia,5dyfGxyjiu7bCcl7w9jytw
El Mamut,2007,Resurrección,5QrT5uWwra4PFPe3wPiKLt
Galería Desesperanza,2006,Plan B: Anhelo de Satisfacción,18HEbSUTDoHaq04MinoMAA
Galería Desesperanza,2006,Tres Paredes,1oTCIkEZ6Xf0gqvCDdep1S
Galería Desesperanza,2006,Ante el Abismo,5KBLpsMDecAzOVClwrKKzW
Galería Desesperanza,2006,El Hombre Normal,1K1R7FkzjJGxZqW9RT5bg7
Galería Desesperanza,2006,Dressed in Black,3nAbsS2zWpiuK0gdv2oDeg
Galería Desesperanza,2006,Road Off: Reflexiones,7xVJJXhKIXO7Z7mJBeHi0E
Galería Desesperanza,2006,Profunda Desesperanza,5E7XuEGOwHtcfkcwQiSy6F
Galería Desesperanza,2006,Someday Never Comes,3giN0PB2kCIuboG6NEqdfa
Galería Desesperanza,2006,Mi Mami No Lo Hará,6k6F48Tfqp9LYAhtS4xjER
Galería Desesperanza,2006,Resuena Mi Niñez,1Vl66lNdNtPT0SIR7UHMpp
Galería Desesperanza,2006,Final Solo en Mis Sueños,7w28PFt91fpKu5ruP1Isej
Diferentes Maneras,2005-01-01,Te Leo Al Revés,4bKFlMmgUx7Gn9fN89lIbV
Diferentes Maneras,2005-01-01,Tres Paredes,3cwYjlyE83ldEc2hdZdGTi
Diferentes Maneras,2005-01-01,Te Arrepiento,3FmQljkTlQDtC03aXt04Di
Diferentes Maneras,2005-01-01,From Your Lips,4TM8fZrTQJdtFCwE7FMZ3g
Diferentes Maneras,2005-01-01,A Jerry Garcia,3y7O6TMxtfhPekEraT6jhQ
Diferentes Maneras,2005-01-01,Nuevo Día,3Dm8o8hejvDzCm3YRNsu07
Diferentes Maneras,2005-01-01,El Espejo,7FSUhbVYiyH7ShNF11Zcju
Diferentes Maneras,2005-01-01,Seguro Es Por Mi Culpa,3i110RzbhNlempFO7QOeEC
Diferentes Maneras,2005-01-01,"Sofía, La Super Vedette",598W7vl5F93h8zIF8jJZyM
Diferentes Maneras,2005-01-01,El Alma En La Barca,2T55MrGBYb78vagsywHajk
Diferentes Maneras,2005-01-01,Angélica,09EeKjoJtWHhT4QGQNhGmI
Diferentes Maneras,2005-01-01,La Nueva Amenaza,2bbdX3DEGd9cuDDLNEWaT5
Diferentes Maneras,2005-01-01,Mi Mami No Lo Hará,1QpOZiVqxGJ99kKu2XdtWb
Diferentes Maneras,2005-01-01,Try To Hide,3KpxROvy4M37Bu6wk4i16D
Diferentes Maneras,2005-01-01,Plan B: Anhelo De Satisfacción,03yUfTC4u5kJAQWLN210Nw
Diferentes Maneras,2005-01-01,Diferentes Maneras,1zZ7ul8LlXhIheqbCVBZRP
Massacre Palestina '87/'91,2003,Diferentes Maneras,4ESEf7pjPjWxTX08UpWbvD
Massacre Palestina '87/'91,2003,Canción de las Muñecas,1i0lFNiercpCMKlKFB9kGo
Massacre Palestina '87/'91,2003,Hijos del Sinaí,3sNHV0LXOxcOTYQOll4WSh
Massacre Palestina '87/'91,2003,3 Walls,69ifmwu0bTVOneG0rduuK8
Massacre Palestina '87/'91,2003,Angeles de Piedra,3QMDmyCBDk6Ko2XM5N0Dix
Massacre Palestina '87/'91,2003,Papel Floreado,47ZlJj2zDGMXr6R2nTAr8t
Massacre Palestina '87/'91,2003,Conciencia de Nuestros Días,47z1yaUXOaYeZEZkyNW8qf
Massacre Palestina '87/'91,2003,Punk Is Dead,4LTkUYd5v3fdrIWhSSgMld
Massacre Palestina '87/'91,2003,Mirando al Pacífico,4kabHukvMxP7WdT1IF7aym
Massacre Palestina '87/'91,2003,From Your Lips,0fHV5j1OfkhRmQtwHrb8bE
Massacre Palestina '87/'91,2003,Arma de Quién?,7uHCRWP2ChRqYgxgWQMDLU
Massacre Palestina '87/'91,2003,Diferentes Maneras - Live,7wONeYrTGwi4bnLqPYiNbv
Massacre Palestina '87/'91,2003,De Qué Te Sirvió,35NQk1kfflp0XfagbEzwfW
Massacre Palestina '87/'91,2003,Canción de las Muñecas - Live,5rE3keys9Wa1StmODDG8Hj
12 nuevas patologías,2003,Adiós Caballo Español,6bwsqKPcmC4ulBSUO7RJwg
12 nuevas patologías,2003,Querida Eugenia,2E3cdkFFnJpjyHFjBYJC4z
12 nuevas patologías,2003,La Nueva Amenaza,67JiqaCOJBxZdLIAV6DZ0F
12 nuevas patologías,2003,Heredarán la Tierra,07xDcduzGTEBhqb33sSgko
12 nuevas patologías,2003,Seguro Es por Mi Culpa,2NOs3IWWtKMm21PY0kEJ2B
12 nuevas patologías,2003,Bienvenido al Mundo de los Conflictuaditos,4NhqB1wIT9VkYXogHgYE31
12 nuevas patologías,2003,Ideal para el Invierno,0XDNSgjaHvKc9ogYTg25q5
12 nuevas patologías,2003,"Sofía, La Súper Vedette",6GF1e6n1PoBbfgWFZur7tq
12 nuevas patologías,2003,Río Siempre,3U5ujzC9fgnpppuAilGl3g
12 nuevas patologías,2003,Invasión de Aguasvivas en Santa Monica,4G5q0ihrVs1gfVoZTe18uA
12 nuevas patologías,2003,Ambas Estatuas,2IjvmtnrN2ld8y4qWYnOVy
12 nuevas patologías,2003,Gilda Manson,2sNbHvtEilUDxYVDgqPjrH
Singles+Covers+Rarities,2000,Nuevo Día,31tIP77mfFBfgc8SkArwCo
Singles+Covers+Rarities,2000,From Your Lips,1ghgrn4TEQB1M5HrArPQqT
Singles+Covers+Rarities,2000,Stepping Stone,0TvGK3u4NXqYAUah5Aom9F
Singles+Covers+Rarities,2000,Plan B: Anhelo de Satisfacción,7muesIkUA6Yr3uCvRGPKJF
Singles+Covers+Rarities,2000,Mi Mami No Lo Hará,0BVIi2lmKBUsAjp6asnz7L
Singles+Covers+Rarities,2000,Estallando Desde el Oceáno,4VYpmdBwOSR4M2y9Eqsqql
Singles+Covers+Rarities,2000,Juicio a un Bailarín,3DKXy6drDb0bwXMmayQiy0
Singles+Covers+Rarities,2000,Eighteen - Live,6BMaasVT0Yrw3bKQJ7ryWm
Singles+Covers+Rarities,2000,El Alma en la Barca,7jlEIJhLEwPHWvyCOob8GI
Singles+Covers+Rarities,2000,"Sembrar, Sembrar",3YSAbEXr5mrMed1VTi1hL9
Singles+Covers+Rarities,2000,El Espejo (Reflejo I I),2Jn4yfVFKpsnWgBmskE5t1
Singles+Covers+Rarities,2000,Complete Control,6N1g4aP3qGO5yxC1uyBNbi
Singles+Covers+Rarities,2000,Te Leo al Revés,0ZmPWCUeGCpdXuTgLHsJwA
Singles+Covers+Rarities,2000,La Respuesta Es Fácil,7o71vb6KSYlBlPzF71G60Z
Singles+Covers+Rarities,2000,You Really Got Me,1ZLFaRdB9mSoZOtfGg1Hxl
Singles+Covers+Rarities,2000,1984 - Tortu's Home Re-Version,6l1nSOmc1EIuvN7wwPY7oH
Singles+Covers+Rarities,2000,Canción de las Muñecas - Live,38v1zMMVSO1mnE9ESJ5Ik3
Singles+Covers+Rarities,2000,Some Day Never Comes - Live,5OxpBxbeIbQcGfZVkBWD7u
Singles+Covers+Rarities,2000,Helter Skelter - Live,2hiqwZB8FjN1u2J3Bl9uk4
Juguetes para Olvidar,1996,"Sembrar, Sembrar",1V4zHPkXxPKPV6LCaXMSrf
Juguetes para Olvidar,1996,El Espejo (Reflejo I),6sPOw6FFD1Qp1z0FmnzCn4
Juguetes para Olvidar,1996,Tan Solo Queria Ser,64BdUVfb9PRVDcB4kDJesw
Juguetes para Olvidar,1996,A Jerry García,1q1aR86ncppTzLy4qmIQpw
Juguetes para Olvidar,1996,El Taxidermista,6cRjeSCWcugNSHjAXae9jT
Juguetes para Olvidar,1996,1984,5laaQPe9ovrHqy5x4dCN7W
Juguetes para Olvidar,1996,Misión Depresión,3VOK0SFqZCdufuy3SsHQoO
Juguetes para Olvidar,1996,Cartas a Mí,53s7PZ8ghHj2G9vpxiCTpj
Juguetes para Olvidar,1996,El Espejo (Reflejo I I),08s8iUOfMiiNICTtatfacp
Sol Lucet Omnibus,1992-08-04,Cae El Muro,5AcKorVs981d9isaLmPzxP
Sol Lucet Omnibus,1992-08-04,Tell Me Why,7f9KoAllcjKj5L2bsinmvx
Sol Lucet Omnibus,1992-08-04,Ella Quiso,6wZUMxAGJQLLGN7zgwJCKe
Sol Lucet Omnibus,1992-08-04,3 Walls,2gUkIg7jLvyyr0GJa3nfgj
Sol Lucet Omnibus,1992-08-04,Nuevo Dia,2lBY6uT887gK88JNLHcQHs
Sol Lucet Omnibus,1992-08-04,From Your Lips,0EmlmNpBJAJgkruwC1R41L
Sol Lucet Omnibus,1992-08-04,Armas,7dY1W63NJpJaabU3ei773W
Sol Lucet Omnibus,1992-08-04,Mirando Al Pacifico,4FlsFVIf9B0rbmSeWplEy3
Sol Lucet Omnibus,1992-08-04,Violence,3WJphwxQqw0283NLl0xwf0
Sol Lucet Omnibus,1992-08-04,Madamme-X,3Es0klNPDIgAAe5504mIPu
Sol Lucet Omnibus,1992-08-04,Try To Hide,4zUz2U8y0gOgTnL61pfrYk
Sol Lucet Omnibus,1992-08-04,Papel Floreado,67xzfiVtHdShkxcEXWbC3D
Sol Lucet Omnibus,1992-08-04,3 Walls - En Vivo,0a93jODGxk0b2IBxEQOBqV
Insomnio,2024-04-16,Insomnio,0soxXSBCM7CrfzF2kfAo11
Ella Va / La Cita,2023-04-27,Ella Va,4wrjm9IaqhiYadQ52OuW1w
Ella Va / La Cita,2023-04-27,La Cita,5Y43aNsvcIVP0SIpQMI5zG
Deléctrico,2021-09-18,Deléctrico,4Rj4dTt00EA10ngsoarGqd
Mariposa,2021-06-24,Mariposa,4USWiwJXVmSKNgfjj9hpRj
"Sofía, La Súper Vedette (En Vivo)",2018-01-19,"Sofía, La Súper Vedette - En Vivo",4CM2xe0bPWoqUvoVe8V65o
Diferentes Maneras (En Vivo) - Single,2017-12-08,Diferentes Maneras - En Vivo,4iV4op4DfzBgssQ1gwaA3L
Niña Dios - Single,2015-04-21,Niña Dios,075CNgFkjBVdJ1xOSWYVi6
